tweet	label	length	fold
please convince this lady ->  to come along it will be supeeer awesome if she's there cc :	1	0.45	1
wow man those fans are so lucky	0	0.155	5
when he goes ... he takes a part of my heart with him #beauty	0	0.305	1
didier drogba its so sad . he's gonna miss today match	0	0.27	1
nike stanford cardinal # home football jersey ( xxl =  licensed stanford apparel this . oz .  % nylon / poly ...	0	0.56	5
you know it ! ! lol whos out tonight ? #iwannagoouttoplay	0	0.285	4
rt for a shoutout ! - i follow back	1	0.175	4
but whatevsss , my birthday is in  days so i'll be getting money then )	1	0.355	2
i remember those days lol ... good luck !	0	0.205	5
\ ( ^ o ^ ) /  i haven't tweeted all day ... :\ ... good morning and good night everyone !	1	0.45	1
you are with me	0	0.075	5
what do you think of mine and  pic ? xxx	1	0.2	5
belkin slim-fit case for iphone ( black the slim-fit case provides complete protection while allowing you to qu ...	0	0.575	5
ray and his new twin i love love love them !	1	0.22	2
thanks girl ... i'm definitely ready for the next chapter ! hope everything is going great for you too )	1	0.52	4
ohhh not good not good in th form lol	0	0.185	4
miss ware's refusal ( signet regency romance ) ( paperback pride before passions ... lovely miss judith ware was pr ...	0	0.595	4
please say hello to lithuania and follow me  (  live on	1	0.275	1
cables to go  cat  mhz snagless crossover cable (  feet , red unparalleled performance for peer-to-peer ...	0	0.535	3
leah - awww this one doesn't work me - no they're just dumby proof	0	0.33	3
so i'm not coming to school at all on tuesday suck on that !	1	0.3	2
brokeback mountain ( paperback annie proulx has written some of the most original and brilliant short stories i ...	0	0.575	1
where is mine ! ? rt  turkey burgers on deck	0	0.22	4
hate being this ill	0	0.095	5
"x custom picture frame / poster frame  "" wide complete black wood frame (  this frame is manufactured i ..."	0	0.535	4
no numbers or contacts on bb #downsidetogettinganewphone	0	0.28	3
so you and him arent anything yet ?	0	0.175	1
juss got off the phone	1	0.11	2
its only :  tho lmaooo	0	0.11	3
.. st joe need a reality show doe	1	0.165	5
nope guess its time to try some new	0	0.175	5
alright time for me to pray , read my bible and head to bed ... i have a client early in the morning ... #personaltraining ...	1	0.63	1
i wish that getting to know you combo would be nice right now though . ugh where's brandon lol qt	0	0.485	4
me and mr . uhl ugly self this a bad pic of me thoe and time to take down my hair .	1	0.415	5
my date has just decided to not go on a date with me tonight because its / - ___ - i'll see him later though	1	0.54	1
the sabbath ... series : walk in the light - volume :  ( paperback todd d . bennett explores the  years of ch ...	0	0.565	2
loacker quadratini vanilla wafers ( quadratini do the cube , taste the difference this extra rich and creamy c ...	0	0.57	1
he gone pull thru baee ! rt   i hope so face im tring to stop girl ugh	0	0.35	2
looking through all  pics on insta	1	0.17	3
i hate taking a shit with peeple in the bath room with me	0	0.285	2
sadest episode ever ! ! ! nothing is more painful than goodbye ! !	0	0.33	2
lowkey - who said i can't do grime ( on screen lyrics  via	0	0.29	3
your a legend	1	0.065	4
the breaking point : how female midlife crisis is transforming today's women ( hardcover in the tradition of the ...	0	0.58	2
well i know how today is going to be not a good day	0	0.255	4
my little pony play-n-carry skywishes pony ( toy adorable baby pony for your little girl to play with and take ...	0	0.57	1
thigh high fishnet stockings with fur & bow detail ( black , one size thigh high fishnet stockings with fur & bow ...	0	0.585	3
i know same no ! i wish ! ! ! hopefully i'm lucky someday , i'm determined to meet her someday !	0	0.48	5
when i get married , divorce is not an option . my first marriage is gonna be my last #thatsthetruth i'm gonna be in it to the end	1	0.65	2
#thingsiwanttohappen i wanna travel the world	1	0.225	1
k white gold diamond in-out hinged hoop earrings diamond quality aa ( i clarity , g-i color k white gold di ...	0	0.555	5
* jumps on you and cuddles ! ! * so many people disliked kate i was heartbroken when she got killed t__t	0	0.52	3
tony bianco tuscan in black suede ! they were $  but i had to buy insoles which was another $  lol	0	0.49	5
there's a homemint now ? that might be a little too far ? but hit me up when there's a boymint ! ! !	1	0.5	3
i had a pretty good day . stayed to my self and focused on my grades that's the only way ima achieve my goals < #team spalding	1	0.63	4
dancing ! some things never change #throwbackthursday #bestfriends #dancing #party	1	0.41	5
listening to music and thinking bout cameron	1	0.22	2
i'm zooo sleepyyy plus headache . i need a hug from my baby	0	0.295	1
this is our music ( audio cd originally released in  , ' this is our music ' marked coleman's third release fo ...	0	0.57	1
it's nice to meet you too ! rt   thank you for the follow back . nice to meet you	1	0.405	5
shift  digital photo keychain ( black keep your precious memories at your fingertips ! storing photos could neve ...	0	0.58	5
me to .. good luck for all	0	0.13	4
well , of course , that's what they are for . hopefully you'll like the way they work in ms , whaterver that way is .	1	0.585	2
its : on the clock in ukraine ! happy th birthday , dear nath.let you dreams come true . be the best .	1	0.51	5
i'm tryna get something tatted on my side	1	0.205	4
i look so chinese when i wake up	0	0.16	2
i only have  .	0	0.07	4
yeh exactly . even splashed out on  white seats for the eyes . hope they're padded like at brighton !	1	0.505	1
i have one too	0	0.07	2
""" you can literally hear the words ' one direction ' from a mile away "" #itsadirectionerthing"	1	0.465	5
doing both ( author's note & chapter  capturing today's profit and driving tomorrow's growth : this download is ...	0	0.575	3
cables to go  st / st duplex / single-mode fiber patch cable (  meters , yellow / micron cable for gi ...	0	0.525	1
this prison where i live : the pen anthology of imprisoned writers ( global issues this collection presents the ...	0	0.575	2
liam payne please follow me ! ! it would mean the world to me	1	0.305	1
orville redenbacher's gourmet microwavable popcorn , smart pop movie theater butter ,  - count boxes ( pack of  ...	0	0.575	4
ayy just got that tweet . & you know im cool lol	1	0.24	5
#ff  cos she's my sister and is organising my hen do #imgettingmarriedthisyear	1	0.39	5
". :: "" your place of attack is your place of advancement "" - prophet rod swinson (  : ."	0	0.435	2
yeah it's a wicked one , just right for little tinkers	1	0.27	3
sometimes how close relatives create a serious #shitty havoc #ihateit	0	0.345	2
new to this follow meee	1	0.115	1
gym makes me really tired #wornout	0	0.17	5
i used to love wednesday ; tutor time , not learning anything in ict , geography and then dance after school . but now dance has stopped .	0	0.69	3
lol am listening to it again ) ) loving the giggle in the back ground as well ahhaha	1	0.42	4
rt  happy st anniversary the story of us	1	0.2	5
yes tell her about me ) )	1	0.125	1
now following you any chance of a follow back :p ?	1	0.25	5
dj in the gym at  :	1	0.095	4
i loved you in thg ! ! you were amazing ! ! it'd mean the world to me if you'd rt this #districtpride	1	0.505	4
how did mr . fizzles get on the bus without being mobbed ? he's pretty famous you know ?	1	0.44	4
yea i know babe could of stayed in bed longer with ya x	0	0.275	4
i never want to get out of bed !	0	0.16	2
aceee i think me you rhys louise david rakesh helene vijit and possibly amber and anna not sure who else yet ! x x	1	0.57	5
ok i clearly didn't check the weather this morning as i'm not wearing a jacket and i'm in flip flops	0	0.5	1
i'm sure it was a sad day ...	0	0.145	2
i really miss domina right about now #thatrascal	0	0.24	1
why	0	0.015	1
i don't think  fwm nomore /: , i hit his phone no reply . damn	0	0.31	2
"when will i be jumping about my house screaming "" jls follow me "" ?  today ? no ? okay * cries *"	0	0.48	1
yeah thats my dress and then im gonna do a top and skirt xxx	1	0.3	5
you should know how much i love mark wearing his hat but i can't but it in words so that wont be happening	1	0.53	4
where is mama ?	0	0.075	1
i dooo ! th row in hershey pa !	1	0.155	3
#ratchettt < love these ladiesss	1	0.16	4
las kripton road cycling helmet ( white in the best tradition of italian design , aesthetics and efficiency are ...	0	0.575	4
look edl , you may be trying to make fascism popular again but far worse than that , you're * considerably * lengthening my bus journey	0	0.675	1
infinity reference si .- inch , shallow mount high performance  - watt two-way loudspeaker ( pair infinity ...	0	0.55	2
same as me .. i won't ever give up xx	1	0.185	5
well now that my day is ruined #likelosingfamily	0	0.24	5
it's those little things that mean the most	1	0.215	3
waking up at am is no bueno . the sun rises for a reason-it's the world's alarm clock . rising before it is disrespectful in my opinion .	1	0.685	5
nhis , negative income tax . mere dreams at the moment	0	0.27	1
abyyy shaliiihhh w swimming pool ! ! ! i miss ( trying ) to wake up el.fayiiir shan el . baar xd (	0	0.49	2
feel really sorry for old people when they miss the tram ( (	0	0.3	5
"x custom picture frame / poster frame . "" wide complete blue colori smooth frame (  this frame is ma ..."	0	0.52	3
where is he ? oh the match is over . lol	0	0.2	5
"audiovox overhead . "" lcd monitor ( voh a this audiovox mobile video overhead monitor features a .- inch dr ..."	0	0.555	3
fogware elementary school english - grammar & writing ( win / mac ) ( jewel case learn the  parts of speech how to ...	0	0.59	5
liam ! you have horrible timing ! i'm at school missing your twitcam . ) ) )	0	0.38	1
go right ahead and make something like it , it doesn't matter to me . thank you though !	1	0.44	4
my ipod would be dead ...	0	0.125	2
god knows babe ! .. aw thanks gorgeous i shall do.xxx	0	0.265	1
creative converting-pirates / buried treasure plates / shaped ( lunch make that exciting pirate fantasy come alive ...	0	0.59	3
womens sexy low rise lace thong / underwear briefs panties ( size : xs get this high quality underwear at a frac ...	0	0.58	5
so i finally watched the movie marley and me for the first time .. i bawled my eyes out and then ran to hug my doggies .. sad sad movie ..	0	0.69	1
the sexual memoir of emma  : the dry spell ( kindle edition emma finally meets the sexy mystery man from the gy ...	0	0.575	2
are u coming to sweden ? ? love u	1	0.165	3
had to spend last night all alone in my apartment felt weird hahahaha now i think im alone again	0	0.48	4
oxford handbook of anaesthesia ( oxford medical publications ) ( paperback a stunning new addition to the acclaim ...	0	0.585	4
goodmorning twitter and company	1	0.155	4
he was on a date with some bitch hahaha #sosad	0	0.23	1
none of us can run anyway cause we're so foreign ( ( (	0	0.27	4
i hope everyone will tweet and rt this #usvotejessicasanchez )	1	0.31	5
muhammad ali cassius marcellus clay (  muhammad ali the greatest , the champ , the louisville lip by heinz duthel	0	0.565	3
give it to me #smartnokialumia	1	0.15	5
if you love something let it go , if it comes back to you it's yours , if it doesn't it never was , and its not meant to be #movingon	1	0.665	5
my brother is almost reaching my height . he's only  . i'm so short *	0	0.345	4
had a great first day back to ohio . going to talk to him now ! so night	1	0.36	3
mind if i borrow this picture ?	0	0.155	1
no he hates those	0	0.085	1
even though its only wednesday i'm really excited about this weekend ) )	1	0.36	1
i think i also leh	0	0.09	5
please watch , like , comment , and rt if you like it and follow	1	0.32	3
wow , i still can't believe young jinsu was the abusive type < < smh , he was supposed to be my hubby tuh , but now , screw it lmfao	0	0.66	4
- my  yo is a mess . shes been nursing him all day . kinda new it was coming . but she doesnt understand .	0	0.53	1
a clean car is a happy car	1	0.13	2
contemporary a cappella songbook ( choral now available through hal leonard are these outstanding a cappella co ...	0	0.575	4
rt if you're following me so i can follow you back	1	0.25	1
cables to go  mtp lszh . /  multimode fiber assembly ribbon cable (  meter , orange easier to install - ...	0	0.535	2
i want to see my boyfriend daaammmit	0	0.18	3
